,property,price_range,location,property_link,agency,unit,unit_price,unit_info
84,"Appartement 1 chambre boulevard Royal, septième étage, Ville Haute, Luxembourg","€ 1,770/mois",Luxembourg,https://www.immotop.lu/annonces/474881/,D2 Immo,"Appartement 1 chambre boulevard Royal, septième étage, Ville Haute, Luxembourg","€ 1,770/mois","{'chambre/pièce': '1', 'superficie': '52\n m²', 'salle de bain': '1', 'étage': '7'}"
85,"Maison individuelle 120 m², Pétange, Pétange","€ 1,850/mois",Pétange,https://www.immotop.lu/annonces/474601/,ImmoLorena,"Maison individuelle 120 m², Pétange, Pétange","€ 1,850/mois","{'chambres/pièces': '3', 'superficie': '120\n m²', 'salle de bain': '1'}"
86,"Appartement 1 chambre Rte d'Arlon, Belair, Luxembourg","€ 1,900/mois",Luxembourg,https://www.immotop.lu/annonces/437721/,Agence ImmoFlash Luxembourg,"Appartement 1 chambre Rte d'Arlon, Belair, Luxembourg","€ 1,900/mois","{'chambre/pièce': '1', 'superficie': '68\n m²', 'salle de bain': '1', 'étage': '1'}"
87,"Maison individuelle rue des Roses, Limpertsberg, Luxembourg","€ 6,000/mois",Luxembourg,https://www.immotop.lu/annonces/285095/,property*,"Maison individuelle rue des Roses, Limpertsberg, Luxembourg","€ 6,000/mois","{'chambres/pièces': '5+', 'superficie': '300\n m²', 'salle de bain': '1'}"
88,"Appartement 1 chambre route de Mondorf, Wellenstein, Schengen","€ 1,390/mois",Schengen,https://www.immotop.lu/annonces/464265/,Primo Gérances S.à r.l.,"Appartement 1 chambre route de Mondorf, Wellenstein, Schengen","€ 1,390/mois","{'chambre/pièce': '1', 'superficie': '63\n m²', 'salle de bain': '1', 'étage': 'T'}"
89,"Penthouse excellent état, 90 m², Hollerich, Luxembourg","€ 2,650/mois",Luxembourg,https://www.immotop.lu/annonces/342721/,Immo & Co,"Penthouse excellent état, 90 m², Hollerich, Luxembourg","€ 2,650/mois","{'chambres/pièces': '2', 'superficie': '90\n m²', 'salles de bain': '2', 'étage': 'T'}"
90,"Appartement 1 chambre 11 Boulevard du Jazz, Al-Esch, Esch-sur-Alzette","€ 1,500/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/459737/,GENIMMO GESTION,"Appartement 1 chambre 11 Boulevard du Jazz, Al-Esch, Esch-sur-Alzette","€ 1,500/mois","{'chambre/pièce': '1', 'superficie': '69\n m²', 'salle de bain': '1', 'étage': '3'}"
91,"Appartement 1 chambre deuxième étage, Al-Esch, Esch-sur-Alzette","€ 1,400/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/468911/,EUROPROM S.A.,"Appartement 1 chambre deuxième étage, Al-Esch, Esch-sur-Alzette","€ 1,400/mois","{'chambre/pièce': '1', 'superficie': '60\n m²', 'étage': '2'}"
92,"Appartement 1 chambre 279, rue de neudorf, Neudorf-Weimershof, Luxembourg","€ 1,700/mois",Luxembourg,https://www.immotop.lu/annonces/60071/,L'Agence,"Appartement 1 chambre 279, rue de neudorf, Neudorf-Weimershof, Luxembourg","€ 1,700/mois","{'chambre/pièce': '1', 'superficie': '58\n m²', 'salles de bain': '2', 'étage': 'T'}"
93,"Duplex à louer, Limpertsberg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/349419/,L'Agence,"Duplex à louer, Limpertsberg","€ 2,800/mois","{'chambres/pièces': '2', 'superficie': '105\n m²', 'salles de bain': '2'}"
94,"Appartement 2 chambres neuf, premier étage, Mertzig, Mertzig","€ 1,550/mois",Mertzig,https://www.immotop.lu/annonces/354751/,B IMMOBILIER,"Appartement 2 chambres neuf, premier étage, Mertzig, Mertzig","€ 1,550/mois","{'chambres/pièces': '2', 'superficie': '76\n m²', 'salle de bain': '1', 'étage': '1'}"
95,"Appartement 1 chambre 154 Rte de Thionville - ID6, 2610 Luxembourg, Bonnevoie-Verlorenkost, Luxembourg","€ 1,870/mois",Luxembourg,https://www.immotop.lu/annonces/354699/,Blueground,"Appartement 1 chambre 154 Rte de Thionville - ID6, 2610 Luxembourg, Bonnevoie-Verlorenkost, Luxembourg","€ 1,870/mois","{'chambre/pièce': '1', 'superficie': '30\n m²', 'salle de bain': '1', 'étage': '2'}"
96,"Appartement 1 chambre excellent état, deuxième étage, Bridel, Kopstal","€ 1,450/mois",Kopstal,https://www.immotop.lu/annonces/445121/,New Immo,"Appartement 1 chambre excellent état, deuxième étage, Bridel, Kopstal","€ 1,450/mois","{'chambre/pièce': '1', 'superficie': '75\n m²', 'salle de bain': '1', 'étage': '2'}"
97,"Appartement 2 chambres premier étage, Hesperange, Howald, Hesperange","€ 1,850/mois",Hesperange,https://www.immotop.lu/annonces/456979/,New Immo,"Appartement 2 chambres premier étage, Hesperange, Howald, Hesperange","€ 1,850/mois","{'chambres/pièces': '2', 'superficie': '86\n m²', 'salle de bain': '1', 'étage': '1'}"
98,"Appartement 2 chambres deuxième étage, Belair, Luxembourg","€ 2,990/mois",Luxembourg,https://www.immotop.lu/annonces/441119/,New Immo,"Appartement 2 chambres deuxième étage, Belair, Luxembourg","€ 2,990/mois","{'chambres/pièces': '2', 'superficie': '94\n m²', 'salle de bain': '1', 'étage': '2'}"
99,"Appartement 1 chambre deuxième étage, Merl, Luxembourg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/383313/,New Immo,"Appartement 1 chambre deuxième étage, Merl, Luxembourg","€ 1,650/mois","{'chambre/pièce': '1', 'superficie': '64\n m²', 'salle de bain': '1', 'étage': '2'}"
100,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/371125/,New Immo,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,000/mois","{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': 'T'}"
101,"Penthouse neuf, 133 m², Kirchberg, Luxembourg","€ 4,250/mois",Luxembourg,https://www.immotop.lu/annonces/371141/,New Immo,"Penthouse neuf, 133 m², Kirchberg, Luxembourg","€ 4,250/mois","{'chambres/pièces': '3', 'superficie': '133\n m²', 'étage': '3'}"
102,"Appartement 3 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,400/mois",Luxembourg,https://www.immotop.lu/annonces/371121/,New Immo,"Appartement 3 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,400/mois","{'chambres/pièces': '3', 'superficie': '99\n m²', 'étage': '2'}"
103,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,200/mois",Luxembourg,https://www.immotop.lu/annonces/371115/,New Immo,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,200/mois","{'chambres/pièces': '2', 'superficie': '94\n m²', 'étage': 'T'}"
104,"Penthouse neuf, 121 m², Kirchberg, Luxembourg","€ 3,950/mois",Luxembourg,https://www.immotop.lu/annonces/371113/,New Immo,"Penthouse neuf, 121 m², Kirchberg, Luxembourg","€ 3,950/mois","{'chambres/pièces': '3', 'superficie': '121\n m²', 'étage': '3'}"
105,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371129/,New Immo,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 3,100/mois","{'chambres/pièces': '2', 'superficie': '91\n m²', 'étage': '1'}"
106,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/371131/,New Immo,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 2,950/mois","{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': '1'}"
107,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371111/,New Immo,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,100/mois","{'chambres/pièces': '2', 'superficie': '88\n m²', 'étage': '2'}"
108,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371137/,New Immo,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 3,100/mois","{'chambres/pièces': '2', 'superficie': '86\n m²', 'étage': '1'}"
109,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/371123/,New Immo,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,000/mois","{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': '2'}"
110,"Appartement 1 chambre neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/371133/,New Immo,"Appartement 1 chambre neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 2,200/mois","{'chambre/pièce': '1', 'superficie': '55\n m²', 'étage': 'T'}"
111,"Appartement 1 chambre deuxième étage, Roeser, Roeser","€ 1,650/mois",Roeser,https://www.immotop.lu/annonces/444379/,New Immo,"Appartement 1 chambre deuxième étage, Roeser, Roeser","€ 1,650/mois","{'chambre/pièce': '1', 'superficie': '70\n m²', 'salle de bain': '1', 'étage': '2'}"
112,"Appartement 1 chambre neuf, deuxième étage, Kirchberg, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/371109/,New Immo,"Appartement 1 chambre neuf, deuxième étage, Kirchberg, Luxembourg","€ 2,150/mois","{'chambre/pièce': '1', 'superficie': '54\n m²', 'étage': '2'}"
113,"Appartement 3 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,400/mois",Luxembourg,https://www.immotop.lu/annonces/371139/,New Immo,"Appartement 3 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,400/mois","{'chambres/pièces': '3', 'superficie': '94\n m²', 'étage': 'T'}"
114,"Appartement 3 chambres neuf, premier étage, Oberanven, Rameldange, Hostert, Niederanven","€ 3,800/mois",Niederanven,https://www.immotop.lu/annonces/203367/,New Immo,"Appartement 3 chambres neuf, premier étage, Oberanven, Rameldange, Hostert, Niederanven","€ 3,800/mois","{'chambres/pièces': '3', 'superficie': '166\n m²', 'salles de bain': '3', 'étage': '1'}"
115,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/404157/,New Immo,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 2,950/mois","{'chambre/pièce': '1', 'superficie': '89\n m²', 'salle de bain': '1', 'étage': '1'}"
116,"Appartement 2 chambres premier étage, Ville Haute, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/404153/,New Immo,"Appartement 2 chambres premier étage, Ville Haute, Luxembourg","€ 2,950/mois","{'chambres/pièces': '2', 'superficie': '92\n m²', 'salle de bain': '1', 'étage': '1'}"
117,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 2,350/mois",Luxembourg,https://www.immotop.lu/annonces/424267/,New Immo,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 2,350/mois","{'chambre/pièce': '1', 'superficie': '62\n m²', 'salle de bain': '1', 'étage': '1'}"
118,"Appartement 1 chambre neuf, premier étage, Kirchberg, Luxembourg","€ 2,100/mois",Luxembourg,https://www.immotop.lu/annonces/371135/,New Immo,"Appartement 1 chambre neuf, premier étage, Kirchberg, Luxembourg","€ 2,100/mois","{'chambre/pièce': '1', 'superficie': '54\n m²', 'étage': '1'}"
119,"Appartement 2 chambres neuf, 15, Kirchberg, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/359663/,New Immo,"Appartement 2 chambres neuf, 15, Kirchberg, Luxembourg","€ 2,600/mois","{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': '15'}"
120,"Appartement 2 chambres premier étage, Bertrange, Bertrange","€ 1,800/mois",Bertrange,https://www.immotop.lu/annonces/454711/,New Immo,"Appartement 2 chambres premier étage, Bertrange, Bertrange","€ 1,800/mois","{'chambres/pièces': '2', 'superficie': '99\n m²', 'salle de bain': '1', 'étage': '1'}"
121,"Appartement 2 chambres 62, rue Charles Quint, Merl, Luxembourg","€ 2,400/mois",Luxembourg,https://www.immotop.lu/annonces/346985/,CASAvitae Sàrl,"Appartement 2 chambres 62, rue Charles Quint, Merl, Luxembourg","€ 2,400/mois","{'chambres/pièces': '2', 'superficie': '85\n m²', 'salle de bain': '1', 'étage': '3'}"
122,"Maison individuelle 200 m², Hesperange, Howald, Hesperange","€ 3,900/mois",Hesperange,https://www.immotop.lu/annonces/181077/,Immobelle,"Maison individuelle 200 m², Hesperange, Howald, Hesperange","€ 3,900/mois","{'chambres/pièces': '4', 'superficie': '200\n m²', 'salle de bain': '1'}"
123,"Maison jumelée / mitoyenne 36 Rue Principale, Oberanven, Rameldange, Hostert, Niederanven","€ 3,900/mois",Niederanven,https://www.immotop.lu/annonces/469739/,Park Agence,"Maison jumelée / mitoyenne 36 Rue Principale, Oberanven, Rameldange, Hostert, Niederanven","€ 3,900/mois","{'chambres/pièces': '4', 'superficie': '186\n m²', 'salles de bain': '3'}"
124,"Appartement 1 chambre 280, rue de Luxembourg, Lallange, Esch-sur-Alzette","€ 1,300/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/464349/,Immogenic,"Appartement 1 chambre 280, rue de Luxembourg, Lallange, Esch-sur-Alzette","€ 1,300/mois","{'chambre/pièce': '1', 'superficie': '53\n m²', 'salle de bain': '1', 'étage': '4'}"
125,"Appartement 3 chambres Massewee, Gonderange, Junglinster","€ 1,980/mois",Junglinster,https://www.immotop.lu/annonces/461909/,STUDIO-APART-HOUSE,"Appartement 3 chambres Massewee, Gonderange, Junglinster","€ 1,980/mois","{'chambres/pièces': '3', 'superficie': '117\n m²', 'salles de bain': '2', 'étage': 'T'}"
126,"Duplex à louer, Ville Haute","€ 5,000/mois",Luxembourg,https://www.immotop.lu/annonces/464227/,Bureau Immobilier Léa Kappweiler s.àr.l.,"Duplex à louer, Ville Haute","€ 5,000/mois","{'chambres/pièces': '2', 'superficie': '150\n m²', 'salle de bain': '1'}"
127,"Maison jumelée / mitoyenne 172, rue Pierre Krier, Bonnevoie-Verlorenkost, Luxembourg","€ 3,500/mois",Luxembourg,https://www.immotop.lu/annonces/399287/,Arens Real Estate Management,"Maison jumelée / mitoyenne 172, rue Pierre Krier, Bonnevoie-Verlorenkost, Luxembourg","€ 3,500/mois","{'chambres/pièces': '4', 'superficie': '140\n m²', 'salle de bain': '1'}"
128,"Appartement 1 chambre deuxième étage, Bettembourg, Bettembourg","€ 1,300/mois",Bettembourg,https://www.immotop.lu/annonces/433139/,Immobilière Number One,"Appartement 1 chambre deuxième étage, Bettembourg, Bettembourg","€ 1,300/mois","{'chambre/pièce': '1', 'superficie': '70\n m²', 'salle de bain': '1', 'étage': '2'}"
129,"Appartement 2 chambres 30 rue Général Patton, Hesperange, Howald, Hesperange","€ 1,800/mois",Hesperange,https://www.immotop.lu/annonces/434551/,Résidences Les Charmes Sàrl,"Appartement 2 chambres 30 rue Général Patton, Hesperange, Howald, Hesperange","€ 1,800/mois","{'chambres/pièces': '2', 'superficie': '91\n m²', 'salle de bain': '1', 'étage': 'T'}"
130,"Appartement 1 chambre rue d'Ospern, Reichlange, Redange/Attert","€ 1,100/mois",Redange/Attert,https://www.immotop.lu/annonces/241861/,Immobilière de l'Attert,"Appartement 1 chambre rue d'Ospern, Reichlange, Redange/Attert","€ 1,100/mois","{'chambre/pièce': '1', 'superficie': '85\n m²', 'étage': '1'}"
131,"Duplex à louer, Drinklange","€ 1,150/mois",Troisvierges,https://www.immotop.lu/annonces/403175/,MAXimmo Clervaux Sàrl,"Duplex à louer, Drinklange","€ 1,150/mois","{'chambre/pièce': '1', 'superficie': '66\n m²', 'salle de bain': '1'}"
132,"Maison jumelée / mitoyenne 120 m², Kirchberg, Luxembourg","€ 4,000/mois",Luxembourg,https://www.immotop.lu/annonces/382297/,RE/MAX Immo Specialists,"Maison jumelée / mitoyenne 120 m², Kirchberg, Luxembourg","€ 4,000/mois","{'chambres/pièces': '3', 'superficie': '120\n m²', 'salle de bain': '1'}"
133,"Duplex à louer, Beckerich","€ 1,350/mois",Beckerich,https://www.immotop.lu/annonces/293541/,Mevi SA,"Duplex à louer, Beckerich","€ 1,350/mois","{'chambres/pièces': '2', 'superficie': '95\n m²', 'salle de bain': '1'}"
134,"Appartement 2 chambres excellent état, sixième étage, Dudelange, Dudelange","€ 1,800/mois",Dudelange,https://www.immotop.lu/annonces/380165/,Protego,"Appartement 2 chambres excellent état, sixième étage, Dudelange, Dudelange","€ 1,800/mois","{'chambres/pièces': '2', 'superficie': '90\n m²', 'salle de bain': '1', 'étage': '6'}"
135,"Appartement 1 chambre excellent état, premier étage, Belair, Luxembourg","€ 1,800/mois",Luxembourg,https://www.immotop.lu/annonces/482319/,New Immo,"Appartement 1 chambre excellent état, premier étage, Belair, Luxembourg","€ 1,800/mois","{'chambre/pièce': '1', 'superficie': '51\n m²', 'salle de bain': '1', 'étage': '1'}"
136,"Appartement 1 chambre neuf, premier étage, Weiswampach, Wemperhardt, Weiswampach","€ 1,350/mois",Weiswampach,https://www.immotop.lu/annonces/457533/,AIDL IMMO S. à r. l.,"Appartement 1 chambre neuf, premier étage, Weiswampach, Wemperhardt, Weiswampach","€ 1,350/mois","{'chambre/pièce': '1', 'superficie': '62\n m²', 'salle de bain': '1', 'étage': '1'}"
137,"Appartement 2 chambres troisième étage, Ville Haute, Luxembourg","€ 2,650/mois",Luxembourg,https://www.immotop.lu/annonces/446189/,MIM FEITLER Immobilière sàrl,"Appartement 2 chambres troisième étage, Ville Haute, Luxembourg","€ 2,650/mois","{'chambres/pièces': '2', 'superficie': '125\n m²', 'salle de bain': '1', 'étage': '3'}"
138,"Duplex à louer, Ville Haute","€ 1,995/mois",Luxembourg,https://www.immotop.lu/annonces/413547/,BELL-IMMO sa,"Duplex à louer, Ville Haute","€ 1,995/mois","{'chambre/pièce': '1', 'superficie': '55\n m²', 'salle de bain': '1'}"
139,"Appartement 2 chambres excellent état, troisième étage, Belair, Luxembourg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/364249/,D&D Immobilier,"Appartement 2 chambres excellent état, troisième étage, Belair, Luxembourg","€ 2,500/mois","{'chambres/pièces': '2', 'superficie': '78\n m²', 'étage': '3'}"
140,"Appartement 2 chambres 9, rue Kummert, Grevenmacher, Grevenmacher","€ 2,000/mois",Grevenmacher,https://www.immotop.lu/annonces/450403/,NewImmoservice S.à r.l.,"Appartement 2 chambres 9, rue Kummert, Grevenmacher, Grevenmacher","€ 2,000/mois","{'chambres/pièces': '2', 'superficie': '115\n m²', 'salle de bain': '1', 'étage': '3'}"
141,"Appartement 2 chambres deuxième étage, Crauthem, Roeser","€ 1,850/mois",Roeser,https://www.immotop.lu/annonces/473053/,MABRO,"Appartement 2 chambres deuxième étage, Crauthem, Roeser","€ 1,850/mois","{'chambres/pièces': '2', 'superficie': '83\n m²', 'étage': '2'}"
142,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/445193/,Immostep sarl,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg","€ 2,000/mois","{'chambre/pièce': '1', 'superficie': '67\n m²', 'étage': '2'}"
143,"Penthouse neuf, 159 m², Bereldange, Walferdange","€ 3,450/mois",Walferdange,https://www.immotop.lu/annonces/163733/,MIM FEITLER Immobilière sàrl,"Penthouse neuf, 159 m², Bereldange, Walferdange","€ 3,450/mois","{'chambres/pièces': '3', 'superficie': '159\n m²', 'salle de bain': '1', 'étage': '3'}"
144,"Appartement 2 chambres excellent état, rez-de-chaussée, Bridel, Kopstal","€ 2,100/mois",Kopstal,https://www.immotop.lu/annonces/317867/,MIM FEITLER Immobilière sàrl,"Appartement 2 chambres excellent état, rez-de-chaussée, Bridel, Kopstal","€ 2,100/mois","{'chambres/pièces': '2', 'superficie': '85\n m²', 'étage': 'T'}"
145,"Maison jumelée / mitoyenne 210 m², Belair, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/363909/,MIM FEITLER Immobilière sàrl,"Maison jumelée / mitoyenne 210 m², Belair, Luxembourg","€ 4,500/mois","{'chambres/pièces': '5+', 'superficie': '210\n m²', 'salle de bain': '1'}"
