,property,prop_type,price,location,proj_link,link,agency,Availability,Livable surface,Lift,Number of bedrooms,Renovation year,Living room,Fitted kitchen,Separate kitchen,Shower rooms,Terrace,Garden,Closed parking space,Basement,Laundry,Energy class,Thermal insulation class,Property's floor,Shower room,Restroom,Bathroom,Balcony,Gas heating,Solar panels,Open kitchen,Bathooms,Open parking space,Land,Pump heating,Year of construction,Number of rooms,Acces for mobility-impared people,Monthly charges,Pets accepted,Renovated,Fireplace,Fuel heating,Attic,Parquet,Wine cellar,Swimming pool,Convertible attic,Converted attic,Sauna,Geothermal heating,Electric heating,Social housing,Total floors,Indoor parking space(s),Rent,Security deposit,Furnished,Type of mandate,Life annuity sale,Assisted living facilities,status
63,Apartment 3 bedrooms in Luxembourg-Gasperich,Apartment,1270166 ,Luxembourg-Gasperich,https://www.athome.lu/en/buy/new-property/apartment-block/hertz-luxembourg/id-7309669.html,http://athome.lu/en/buy/apartment/luxembourg/id-7331701.html,IMPAKT Real Estate ,,94.8,,3,2018,,,,,,,,,,NC,NC,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
64,Apartment 1 bedroom in Luxembourg-Gasperich,Apartment,799864 ,Luxembourg-Gasperich,https://www.athome.lu/en/buy/new-property/apartment-block/hertz-luxembourg/id-7309669.html,http://athome.lu/en/buy/apartment/luxembourg/id-7331699.html,IMPAKT Real Estate ,,55.93,,1,2022,,,,,,,,,,NC,NC,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
65,Apartment 1 bedroom in Luxembourg-Centre ville,Apartment,781866 ,Luxembourg-Gasperich,https://www.athome.lu/en/buy/new-property/apartment-block/hertz-luxembourg/id-7309669.html,http://athome.lu/en/buy/apartment/luxembourg/id-7331700.html,IMPAKT Real Estate ,,52.06,,1,2022,,,,,,,,,,NC,NC,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
66,Apartment 1 bedroom in Luxembourg-Gasperich,Apartment,807016 ,Luxembourg-Gasperich,https://www.athome.lu/en/buy/new-property/apartment-block/hertz-luxembourg/id-7309669.html,http://athome.lu/en/buy/apartment/luxembourg/id-7331702.html,IMPAKT Real Estate ,,55.97,,1,2020,,,,,,,,,,NC,NC,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
67,Apartment 3 bedrooms in Luxembourg-Gasperich,Apartment,1281395 ,Luxembourg-Gasperich,https://www.athome.lu/en/buy/new-property/apartment-block/hertz-luxembourg/id-7309669.html,http://athome.lu/en/buy/apartment/luxembourg/id-7331704.html,IMPAKT Real Estate ,,94.77,,3,2017,,,,,,,,,,NC,NC,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
68,Apartment 1 bedroom in Luxembourg-Gasperich,Apartment,792165 ,Luxembourg-Gasperich,https://www.athome.lu/en/buy/new-property/apartment-block/hertz-luxembourg/id-7309669.html,http://athome.lu/en/buy/apartment/luxembourg/id-7331698.html,IMPAKT Real Estate ,,55.94,,1,2022,,,,,,,,,,NC,NC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
69,Apartment 1 bedroom in Luxembourg-Gasperich,Apartment,788312 ,Luxembourg-Gasperich,https://www.athome.lu/en/buy/new-property/apartment-block/hertz-luxembourg/id-7309669.html,http://athome.lu/en/buy/apartment/luxembourg/id-7331703.html,IMPAKT Real Estate ,,52.06,,1,2020,,,,,,,,,,NC,NC,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
70,Apartment 2 bedrooms in Mamer,Apartment,998087 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/melania-mamer-mamer/id-7591466.html,http://athome.lu/en/buy/apartment/mamer/id-7591468.html,CREAHAUS S.A.,,83.16,Yes,2,2017,,,,,,,2,Yes,Yes,NC,NC,2,1,,,12.96 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
71,Apartment 2 bedrooms in Mamer,Apartment,1246174 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/melania-mamer-mamer/id-7591466.html,http://athome.lu/en/buy/apartment/mamer/id-7591471.html,CREAHAUS S.A.,,98.53,Yes,2,2020,,,,,43.15 m²,,2,Yes,,NC,NC,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
72,Apartment 3 bedrooms in Mamer,Apartment,1380170 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/melania-mamer-mamer/id-7591466.html,http://athome.lu/en/buy/apartment/mamer/id-7591472.html,CREAHAUS S.A.,À convenir,131.62,Yes,3,2017,,,,2,44.81 m²,Yes,2,Yes,Yes,A,A,1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
73,Apartment 2 bedrooms in Mamer,Apartment,882135 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/melania-mamer-mamer/id-7591466.html,http://athome.lu/en/buy/apartment/mamer/id-7591467.html,CREAHAUS S.A.,,74.61,Yes,2,2020,,,,,,,2,Yes,Yes,NC,NC,2,1,,,8.09 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
74,Apartment 2 bedrooms in Mamer,Apartment,1098688 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/melania-mamer-mamer/id-7591466.html,http://athome.lu/en/buy/apartment/mamer/id-7591470.html,CREAHAUS S.A.,,83.73,Yes,2,2020,36.28 m²,,,,32.8 m²,,2,Yes,,NC,NC,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
75,Apartment 3 bedrooms in Mamer,Apartment,1425692 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/melania-mamer-mamer/id-7591466.html,http://athome.lu/en/buy/apartment/mamer/id-7591473.html,CREAHAUS S.A.,,134.74,Yes,3,2018,,,,,51.11 m²,Yes,2,Yes,,NC,NC,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
76,Apartment 2 bedrooms in Mamer,Apartment,1093899 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/melania-mamer-mamer/id-7591466.html,http://athome.lu/en/buy/apartment/mamer/id-7591469.html,CREAHAUS S.A.,,92.43,Yes,2,2022,,,,,,,2,Yes,Yes,NC,NC,2,1,,,12.73 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
77,Apartment 2 bedrooms in Mamer,Apartment,960270 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/marema-mamer-mamer/id-7516434.html,http://athome.lu/en/buy/apartment/mamer/id-7516442.html,CREAHAUS S.A.,,80.8,,2,2022,,,,,,,2,Yes,,NC,NC,1,,,,5.52 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
78,Apartment 1 bedroom in Mamer,Apartment,901200 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/marema-mamer-mamer/id-7516434.html,http://athome.lu/en/buy/apartment/mamer/id-7516440.html,CREAHAUS S.A.,,72.6,,1,2022,,,,,,Yes,2,Yes,,NC,NC,,,,,11.18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
79,Apartment 2 bedrooms in Mamer,Apartment,959676 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/marema-mamer-mamer/id-7516434.html,http://athome.lu/en/buy/apartment/mamer/id-7516441.html,CREAHAUS S.A.,,80.8,,2,2020,,,,,,,2,Yes,,NC,NC,2,,,,5.52 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
80,House 4 bedrooms in Junglinster,House,1585199 ,Junglinster,https://www.athome.lu/en/buy/new-property/housing-project/junglinster/id-7250918.html,http://athome.lu/en/buy/house/junglinster/id-7249974.html,Cenaro Group SA,,171.6,,4,2018,,,,,Yes,,1,Yes,,F,G,,,2,,,,,Yes,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
81,House 4 bedrooms in Junglinster,House,1638335 ,Junglinster,https://www.athome.lu/en/buy/new-property/housing-project/junglinster/id-7250918.html,http://athome.lu/en/buy/house/junglinster/id-7246997.html,Cenaro Group SA,,189.38,,4,2020,,,,,30.45 m²,42 m²,1,Yes,,B,B,,,,,,,,Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
82,Triplex 4 bedrooms in Mamer,Triplex,1360123 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684255.html,THOMAS & PIRON (Luxembourg),,151.23,Yes,4,2018,,,,2,20.53 m²,43 m²,2,,,A,A,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
83,Triplex 4 bedrooms in Mamer,Triplex,1320119 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684256.html,THOMAS & PIRON (Luxembourg),,139.13,Yes,4,2020,,,,2,24.03 m²,43 m²,2,,,A,A,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
84,Triplex 3 bedrooms in Mamer,Triplex,1295117 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684257.html,THOMAS & PIRON (Luxembourg),,139.13,Yes,3,2015,,,,2,24.03 m²,43 m²,2,,,A,A,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
85,Triplex 4 bedrooms in Mamer,Triplex,1360123 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684258.html,THOMAS & PIRON (Luxembourg),,151.23,Yes,4,2015,,,,2,21.36 m²,43 m²,2,,,A,A,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
86,Retail in Mamer,Retail,672384 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/commercial-property/mamer/id-7684304.html,THOMAS & PIRON (Luxembourg),,77.26,,,2015,,,,,,,3,,,NC,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
87,Retail in Mamer,Retail,931917 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/commercial-property/mamer/id-7684273.html,THOMAS & PIRON (Luxembourg),,93.25,,,2015,,,,,,,4,,,NC,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
88,Apartment 1 bedroom in Mamer,Apartment,609970 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684277.html,THOMAS & PIRON (Luxembourg),,54.26,Yes,1,2015,,,,,,,1,,,A,A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
89,Apartment 2 bedrooms in Mamer,Apartment,901211 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684278.html,THOMAS & PIRON (Luxembourg),,82.43,Yes,2,2015,,,,,,,2,,,A,A,2,1,,,12.56 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
90,Flat in Mamer,Flat,491854 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684280.html,THOMAS & PIRON (Luxembourg),,40.75,Yes,,2022,,,,,,,1,,,A,A,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
91,Apartment 1 bedroom in Mamer,Apartment,634137 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684287.html,THOMAS & PIRON (Luxembourg),,54.26,Yes,1,2017,,,,,,,1,,,A,A,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
92,Apartment 2 bedrooms in Mamer,Apartment,1043524 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684288.html,THOMAS & PIRON (Luxembourg),,96.43,Yes,2,2022,,,,,,,2,,,A,A,4,1,,,12.56 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
93,Apartment 2 bedrooms in Mamer,Apartment,908429 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684282.html,THOMAS & PIRON (Luxembourg),,82.43,Yes,2,2020,,,,,,,2,,,A,A,3,1,,,12.56 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
94,Apartment 1 bedroom in Mamer,Apartment,618490 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684281.html,THOMAS & PIRON (Luxembourg),,54.26,Yes,1,2018,,,,,,,1,,,A,A,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
95,Flat in Mamer,Flat,504336 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684285.html,THOMAS & PIRON (Luxembourg),,40.75,Yes,,2020,,,,,,,1,,,A,A,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
96,Retail in Mamer,Retail,673989 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/commercial-property/mamer/id-7684290.html,THOMAS & PIRON (Luxembourg),,71.72,,,2020,,,,,,,2,,,NC,NC,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
97,Apartment 3 bedrooms in Mamer,Apartment,1392713 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684289.html,THOMAS & PIRON (Luxembourg),,115.37,Yes,3,2018,,,,2,60.51 m²,,2,,,A,A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
98,Apartment 2 bedrooms in Mamer,Apartment,826082 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684293.html,THOMAS & PIRON (Luxembourg),,70.42,Yes,2,2020,,,,,7.79 m²,,2,,,A,A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
99,Apartment 1 bedroom in Mamer,Apartment,600981 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684266.html,THOMAS & PIRON (Luxembourg),,52.11,Yes,1,2018,,,,,,,1,,,A,A,2,1,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
100,Apartment 3 bedrooms in Mamer,Apartment,1158101 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684263.html,THOMAS & PIRON (Luxembourg),,102.93,Yes,3,2015,,,,2,58.89 m²,,2,,,A,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
101,Apartment 2 bedrooms in Mamer,Apartment,808495 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684267.html,THOMAS & PIRON (Luxembourg),,73.23,Yes,2,2020,,,,,,,2,,,A,A,2,1,,,9.04 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
102,Apartment 2 bedrooms in Mamer,Apartment,896431 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684264.html,THOMAS & PIRON (Luxembourg),,83.96,Yes,2,2018,,,,,,,2,,,A,A,2,1,,,10.76 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
103,Apartment 2 bedrooms in Mamer,Apartment,830652 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684265.html,THOMAS & PIRON (Luxembourg),,77.98,Yes,2,2015,,,,,,,2,,,A,A,2,1,,,7.21 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
104,Apartment 2 bedrooms in Mamer,Apartment,1210460 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684269.html,THOMAS & PIRON (Luxembourg),,106.05,Yes,2,2022,,,,,57.77 m²,,2,,,A,A,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
105,Apartment 3 bedrooms in Mamer,Apartment,1682489 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684270.html,THOMAS & PIRON (Luxembourg),,111.0,Yes,3,2017,,,,2,115.42 m²,,2,,,A,A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
106,Apartment 2 bedrooms in Mamer,Apartment,889666 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684274.html,THOMAS & PIRON (Luxembourg),,81.86,Yes,2,2017,,,,,12.56 m²,,2,,,A,A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
107,Flat in Mamer,Flat,478620 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684276.html,THOMAS & PIRON (Luxembourg),,40.75,Yes,,2017,,,,,,,1,,,A,A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
108,Apartment 2 bedrooms in Mamer,Apartment,828643 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684275.html,THOMAS & PIRON (Luxembourg),,71.53,Yes,2,2018,,,,,12.34 m²,,2,,,A,A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
109,Apartment 2 bedrooms in Mamer,Apartment,836150 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684279.html,THOMAS & PIRON (Luxembourg),,71.96,Yes,2,2015,,,,,,,2,,,A,A,2,1,,,12.34 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
110,Apartment 2 bedrooms in Mamer,Apartment,852174 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684284.html,THOMAS & PIRON (Luxembourg),,71.96,Yes,2,2020,,,,,,,2,,,A,A,3,1,,,12.34 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
111,Retail in Mamer,Retail,681704 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/commercial-property/mamer/id-7684292.html,THOMAS & PIRON (Luxembourg),,76.25,,,2018,,,,,,,3,,,NC,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
112,Apartment 2 bedrooms in Mamer,Apartment,837338 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684297.html,THOMAS & PIRON (Luxembourg),,71.53,Yes,2,2020,,,,,,,2,,,A,A,2,1,,,7.79 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
113,Apartment 2 bedrooms in Mamer,Apartment,842327 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684296.html,THOMAS & PIRON (Luxembourg),,73.69,Yes,2,2018,,,,,11.75 m²,,2,,,A,A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
114,Apartment 2 bedrooms in Mamer,Apartment,970434 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684301.html,THOMAS & PIRON (Luxembourg),,94.76,Yes,2,2018,,,,,,,2,,,A,A,3,1,,,7.79 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
115,Retail in Mamer,Retail,801708 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/commercial-property/mamer/id-7684272.html,THOMAS & PIRON (Luxembourg),,88.43,,,2022,,,,,,,3,,,NC,NC,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
116,Apartment 2 bedrooms in Mamer,Apartment,799949 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684262.html,THOMAS & PIRON (Luxembourg),,73.23,Yes,2,2018,,,,,,,2,,,A,A,1,1,,,9.04 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
117,Apartment 2 bedrooms in Mamer,Apartment,880220 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684259.html,THOMAS & PIRON (Luxembourg),,83.96,Yes,2,2022,,,,,10.63 m²,,2,,,A,A,1,1,,,5.18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
118,Apartment 2 bedrooms in Mamer,Apartment,822817 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684260.html,THOMAS & PIRON (Luxembourg),,76.84,Yes,2,2022,,,,,,,2,,,A,A,1,1,,,7.2 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
119,Apartment 3 bedrooms in Mamer,Apartment,1036367 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684268.html,THOMAS & PIRON (Luxembourg),,94.73,Yes,3,2020,,,,2,,,2,,,A,A,2,,,,6.05 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
120,Retail in Mamer,Retail,720537 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/commercial-property/mamer/id-7684271.html,THOMAS & PIRON (Luxembourg),,79.57,,,2018,,,,,,,2,,,NC,NC,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
121,Retail in Mamer,Retail,689850 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/commercial-property/mamer/id-7684291.html,THOMAS & PIRON (Luxembourg),,73.54,,,2018,,,,,,,2,,,NC,NC,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
122,Apartment 2 bedrooms in Mamer,Apartment,948490 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684294.html,THOMAS & PIRON (Luxembourg),,87.31,Yes,2,2018,,,,,14.93 m²,,2,,,A,A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
123,Apartment 2 bedrooms in Mamer,Apartment,853584 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684300.html,THOMAS & PIRON (Luxembourg),,73.69,Yes,2,2018,,,,,,,2,,,A,A,2,1,,,9.99 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
124,Apartment 1 bedroom in Mamer,Apartment,753271 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684303.html,THOMAS & PIRON (Luxembourg),,58.67,Yes,1,2018,,,,,25.53 m²,,1,,,A,A,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
125,Apartment 2 bedrooms in Mamer,Apartment,917112 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/apartment/mamer/id-7684298.html,THOMAS & PIRON (Luxembourg),,87.53,Yes,2,2015,,,,,,,2,,,A,A,2,1,,,14.93 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
126,Office in Mamer,Office,1034447 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/office/mamer/id-7684305.html,THOMAS & PIRON (Luxembourg),,108.1,,,2020,,,,,19.15 m²,97 m²,5,,,NC,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
127,Office in Mamer,Office,926940 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/office/mamer/id-7684306.html,THOMAS & PIRON (Luxembourg),,99.2,,,2015,,,,,16.48 m²,34 m²,4,,,NC,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
128,Office in Mamer,Office,878254 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/office/mamer/id-7684307.html,THOMAS & PIRON (Luxembourg),,92.88,,,2015,,,,,16.21 m²,22 m²,4,,,NC,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
129,Office in Mamer,Office,869772 ,Mamer,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,http://athome.lu/en/buy/office/mamer/id-7684308.html,THOMAS & PIRON (Luxembourg),,92.9,,,2018,,,,,16.72 m²,20 m²,3,,,NC,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
